ID;DT_CUSTOMER;YEAR_BIRTH;ANNUAL_INCOME;ID_EDUCATION;ID_MARITAL_STATUS;KID_HOME;TEEN_HOME;DAYS_LAST_PURCHASE;MNT_WINES;MNT_FRUITS;MNT_MEAT;MNT_FISH;MNT_SWEET;NUM_DEALS_PURCHASES;WEB_PURCHASES;CATALOG_PURCHASES;STORE_PURCHASES;WEB_VISITS_MONTH;COMPLAIN
425;19/2/2013;1985;55357;3;4;2;0;66;374;64;116;84;25;3;6;2;11;5;0
3007;4/10/2012;1966;37758;3;6;1;1;49;27;2;10;0;0;2;1;0;3;8;0
1031;5/5/2013;1989;85710;1;4;0;0;5;600;20;350;29;30;1;6;9;10;2;0
4297;26/1/2014;1969;23228;3;6;1;0;71;13;2;18;6;1;2;2;0;3;8;0
807;15/2/2014;1969;44602;4;6;1;1;35;167;2;89;0;0;6;6;1;4;8;0
9553;9/1/2013;1987;7500;3;4;0;0;94;0;2;3;4;1;1;0;0;3;6;0
4271;4/10/2012;1989;38683;1;6;1;0;80;46;35;69;84;41;6;4;1;6;7;0
4120;17/12/2013;1975;49514;1;5;1;0;61;88;39;78;58;13;2;6;1;4;7;0
2036;11/6/2013;1973;57906;5;6;0;1;29;243;11;119;10;3;3;4;2;8;4;0
115;26/3/2013;1966;43456;4;5;0;1;0;275;11;68;25;7;3;5;1;8;5;0
4259;24/9/2013;1986;19485;4;5;2;0;80;6;0;4;0;0;1;1;0;2;7;0
8687;6/5/2013;1978;53172;3;6;0;1;54;121;62;90;68;20;3;2;3;8;3;0
2447;17/10/2012;1979;30545;3;6;1;0;71;4;12;15;19;7;2;2;0;3;7;0
10140;28/9/2013;1983;70123;5;6;0;0;27;1308;0;396;23;0;1;5;7;4;3;0
9353;6/1/2014;1959;62450;3;5;0;1;61;515;47;267;62;66;2;5;5;4;3;0
3623;11/6/2014;1976;21675;3;6;1;0;55;4;0;16;17;4;3;4;0;3;7;0
738;4/4/2014;1981;42395;1;5;1;1;35;48;13;57;24;15;4;3;1;4;7;0
7631;6/10/2013;1978;61346;4;6;1;0;34;562;58;168;43;16;1;5;7;10;3;0
4789;17/9/2013;1953;80812;3;6;0;0;95;769;22;500;210;143;1;4;8;5;2;0
773;30/6/2013;1971;42835;4;3;1;1;64;379;4;93;12;9;7;6;6;4;6;0
10602;14/2/2013;1983;39922;3;4;1;0;30;29;12;59;19;1;2;3;0;4;8;0
1446;5/4/2014;1956;86424;4;5;0;0;12;387;68;569;89;45;1;6;9;12;1;0
3270;17/1/2013;1978;17117;1;6;1;0;96;12;23;38;30;18;4;3;1;3;9;0
8443;10/2/2014;1972;24762;3;5;1;0;16;6;10;12;3;15;3;3;1;2;8;0
9653;16/10/2012;1975;35797;3;4;0;1;16;27;1;14;4;1;2;2;0;3;8;0
8916;23/7/2013;1975;36627;3;3;2;0;78;9;1;5;0;0;1;0;0;3;5;0
8017;19/6/2014;1981;51111;1;4;1;1;83;22;0;19;6;5;2;2;0;3;6;0
5830;12/9/2012;1972;86857;5;5;0;0;96;899;102;838;133;102;1;5;6;10;2;0
4597;2/7/2013;1970;82072;5;6;0;0;67;889;55;685;168;92;1;3;2;13;1;0
7023;26/11/2012;1953;46231;5;5;2;1;87;189;2;55;0;5;4;6;1;4;9;0
8086;11/12/2013;1959;42243;3;4;1;1;34;48;0;2;0;0;2;2;0;3;7;0
8825;1/4/2013;1962;51195;3;6;1;1;46;230;14;156;82;24;8;9;2;5;8;0
2930;16/12/2013;1978;68092;4;5;0;0;7;852;60;207;78;36;2;2;6;10;5;0
1928;9/2/2013;1973;31814;3;4;1;0;73;35;3;20;4;1;2;2;0;3;9;0
7108;8/9/2012;1965;51390;4;7;1;1;54;205;20;47;23;2;6;5;2;5;5;0
10925;14/1/2014;1983;76630;3;4;0;0;93;255;31;446;40;56;1;3;10;11;1;0
9960;30/4/2014;1991;26868;2;5;1;0;52;0;0;1;8;3;1;1;0;2;7;0
8800;1/2/2013;1943;48948;5;3;0;0;53;437;8;206;160;49;2;7;10;5;6;0
9224;12/12/2012;1972;55260;5;5;0;1;81;825;8;53;11;0;2;8;10;5;6;0
5519;7/8/2013;1956;64090;3;6;0;1;8;316;58;161;76;51;1;6;9;4;5;0
5046;23/1/2014;1958;78331;3;3;0;1;97;756;138;354;160;169;2;10;6;7;4;0
7037;11/8/2013;1974;37087;5;4;1;0;50;194;55;134;15;0;3;4;2;8;6;0
905;22/10/2013;1986;21846;3;3;1;0;38;7;17;18;6;10;4;4;0;3;8;0
8624;6/2/2013;1958;81320;3;4;0;0;61;183;33;493;59;103;1;4;3;10;2;0
8945;16/8/2013;1970;54137;3;3;0;1;46;171;0;11;0;1;2;4;1;4;6;0
6445;14/7/2013;1967;66825;3;6;0;0;73;243;101;405;29;40;1;4;5;6;2;0
2727;4/12/2013;1973;57100;3;6;0;0;19;181;21;69;39;3;1;3;3;6;3;0
6404;24/3/2013;1969;58917;3;6;1;2;10;151;7;89;0;7;5;4;1;6;5;0
11074;9/4/2014;1977;85072;3;5;0;0;94;494;92;391;194;11;1;3;4;10;0;0
10150;21/11/2013;1961;86429;3;5;0;0;10;464;28;873;29;18;0;7;4;7;2;0
1968;2/12/2013;1971;45684;3;7;1;0;37;5;1;5;10;0;1;1;0;2;7;0
6534;4/1/2014;1974;47889;3;6;1;0;94;29;0;29;0;5;1;2;0;3;5;0
9485;10/3/2014;1986;45921;5;4;0;0;23;102;9;49;24;3;1;2;1;6;4;0
7053;29/6/2013;1966;78420;5;5;0;0;75;604;28;674;91;28;1;3;10;8;1;0
4654;7/11/2013;1992;75114;3;6;0;0;40;571;12;523;63;60;1;3;10;5;2;0
9760;25/1/2013;1963;52278;5;7;0;1;24;953;0;71;0;0;6;10;5;10;8;0
1048;14/7/2013;1972;35641;4;4;1;0;11;63;3;67;8;9;2;3;1;4;7;0
10619;3/12/2012;1994;95529;3;5;0;0;29;770;29;890;250;27;1;7;3;7;3;0
9308;11/5/2013;1954;62820;3;4;0;0;51;398;61;265;138;61;1;3;4;6;1;0
10505;26/12/2013;1960;73113;4;6;0;0;86;741;19;154;50;9;1;3;4;7;2;0
8362;7/8/2013;1982;84169;5;4;0;0;9;1478;19;403;0;19;1;7;6;6;3;0
2625;17/11/2013;1954;42607;1;5;0;1;30;156;29;56;30;32;2;3;2;7;3;0
4637;18/5/2013;1954;74637;5;5;0;0;73;960;64;464;146;0;1;6;9;9;3;0
9972;13/4/2014;1955;46015;5;6;1;1;25;38;0;2;0;0;1;1;0;3;7;0
4483;17/4/2013;1993;72354;3;5;0;0;67;315;26;473;220;12;1;2;10;6;1;0
4487;24/1/2013;1969;39858;4;5;1;0;67;15;20;25;2;7;1;2;0;4;6;0
4988;4/5/2014;1948;34469;5;4;1;1;58;19;6;20;0;5;3;1;1;4;4;0
8931;18/5/2014;1986;83033;3;6;1;0;82;812;99;431;237;149;1;11;4;10;5;0
5871;31/8/2012;1979;24401;4;6;0;0;98;73;28;217;10;24;3;6;1;6;8;0
2008;10/2/2014;1978;77583;3;4;0;0;93;372;23;384;250;12;1;4;5;9;2;0
3139;30/12/2013;1982;74116;1;5;0;0;53;871;111;704;145;55;1;4;4;10;2;0
10037;4/5/2014;1993;74293;3;5;0;0;66;375;152;335;93;91;1;5;4;6;2;0
10673;17/11/2013;1976;68397;5;4;0;1;6;760;80;466;17;13;1;6;9;5;3;0
5303;8/4/2014;1974;79632;5;6;0;0;42;471;0;510;99;21;1;6;4;9;2;0
538;10/2/2014;1989;46107;3;5;1;0;78;31;9;27;16;9;1;1;1;4;3;0
7922;12/8/2012;1951;64950;5;5;0;1;29;819;0;72;12;0;2;11;2;10;7;0
5692;22/12/2012;1989;25443;2;4;1;0;82;1;4;3;8;9;1;1;0;3;8;0
4843;22/5/2014;1952;75127;3;5;0;0;92;203;35;305;46;17;1;2;11;5;1;0
6383;25/5/2014;1971;32892;5;6;1;0;78;26;0;15;2;1;2;3;0;3;8;0
1628;24/10/2013;1971;71796;3;6;0;0;54;354;21;311;167;75;1;9;3;4;4;0
1204;22/5/2013;1970;67536;5;4;0;1;45;1253;0;447;23;71;3;11;5;11;8;0
3673;14/7/2013;1971;55239;3;5;0;1;59;371;17;238;23;24;3;7;5;11;5;0
760;9/8/2013;1975;60554;5;3;1;0;8;588;7;76;110;15;2;8;4;9;6;0
8957;10/6/2013;1952;64831;1;5;1;1;51;480;86;249;75;86;8;6;3;5;6;0
4128;20/7/2013;1962;56067;5;6;0;1;51;517;12;54;16;6;2;7;4;7;5;0
6810;28/5/2013;1983;82025;3;3;0;0;76;267;98;606;48;70;1;3;2;6;1;0
5386;4/3/2013;1953;94384;3;6;0;0;62;1111;24;790;160;45;0;5;8;5;2;0
8700;22/12/2012;1986;14906;2;5;0;0;86;7;7;14;7;16;3;2;1;3;7;0
3202;1/10/2012;1987;51563;5;4;0;0;60;1166;0;48;0;0;1;4;4;10;8;0
1328;16/2/2014;1982;57937;1;4;0;1;56;261;42;144;55;48;3;4;4;9;3;0
8405;30/9/2013;1979;68274;3;3;1;1;83;135;25;51;23;25;2;4;2;5;3;0
6515;6/12/2013;1977;39771;3;6;1;0;92;6;2;18;2;8;1;2;0;3;4;0
2882;1/10/2012;1975;67893;1;3;0;1;31;711;28;142;49;18;2;3;2;9;8;0
7574;10/5/2014;1979;27922;5;6;1;0;80;11;0;13;2;4;1;2;0;3;4;0
6387;8/5/2014;1976;52190;5;6;1;1;39;42;0;17;0;0;3;2;1;3;5;0
5320;29/1/2013;1973;44051;4;3;1;1;20;79;7;58;6;3;4;3;1;4;6;0
5048;11/5/2013;1971;42767;5;5;2;0;53;20;6;43;19;5;1;3;1;2;8;0
8146;11/5/2014;1976;46106;4;6;1;1;84;30;0;8;2;0;1;1;1;2;6;0
10031;10/2/2013;1976;16927;5;4;1;1;50;20;2;23;3;1;5;3;0;4;8;0
5748;1/12/2012;1965;59754;3;4;0;1;96;115;27;44;4;146;3;5;2;6;5;0
2134;17/8/2012;1952;53700;3;5;0;1;94;263;5;233;69;41;4;5;5;8;5;0
1523;7/5/2014;1973;59041;3;4;1;1;25;69;2;15;2;2;2;2;0;4;5;0
9665;27/4/2013;1957;54237;5;3;0;1;48;267;3;30;4;0;4;5;2;5;6;0
4640;21/9/2012;1967;70647;3;3;0;1;65;561;85;171;25;123;2;4;7;13;2;0
3635;7/5/2014;1962;52597;5;5;0;1;69;492;0;37;7;0;3;6;3;8;5;0
3547;30/12/2012;1969;41021;4;6;1;0;12;14;7;9;6;16;2;2;0;3;6;0
2456;14/10/2013;1975;40233;5;4;0;1;84;80;4;46;0;17;5;2;1;5;6;0
5633;25/6/2014;1980;50183;3;4;1;1;47;97;12;84;13;10;7;3;1;6;5;0
7801;12/9/2013;1959;54753;3;6;0;1;87;197;107;227;7;59;3;5;2;11;4;0
10489;19/8/2013;1973;92955;3;4;0;0;35;693;21;925;31;24;1;6;7;9;2;0
7011;12/10/2012;1973;33471;3;4;1;0;47;43;2;27;0;9;3;3;0;4;7;0
2620;13/4/2013;1974;34596;5;4;1;0;48;14;0;2;0;0;1;1;0;2;8;0
3933;13/10/2012;1980;44010;3;6;1;0;46;186;36;234;86;72;6;10;2;6;9;0
10981;2/2/2014;1988;84219;3;4;0;0;27;434;137;400;45;137;1;3;4;10;1;0
1734;17/1/2013;1968;40706;5;6;2;1;37;59;0;11;4;2;4;3;0;4;7;0
10995;12/11/2012;1988;15716;1;4;1;0;8;16;5;30;8;7;3;3;0;4;8;1
6357;17/11/2013;1959;59052;1;3;0;1;29;230;35;75;63;57;3;7;1;7;5;0
9209;14/10/2012;1971;80573;4;6;0;0;85;829;138;430;60;92;1;4;6;13;2;0
10286;3/2/2014;1962;83715;3;4;0;0;2;318;8;407;150;35;1;2;8;13;0;0
2611;1/8/2012;1959;82576;4;6;0;0;66;1206;55;445;168;18;1;2;4;12;1;0
1600;11/10/2013;1965;56962;4;4;2;1;60;292;3;77;10;3;7;6;3;5;7;0
3308;3/1/2014;1952;35704;3;4;1;1;54;30;9;12;2;11;3;2;0;4;4;0
5407;12/9/2013;1954;53103;3;6;0;1;70;729;17;133;11;0;5;10;6;7;7;0
2166;12/7/2013;1960;46779;1;7;1;1;55;12;1;3;0;0;1;0;1;2;4;0
3955;22/6/2014;1965;4861;3;3;0;0;20;2;1;1;1;0;0;0;0;0;14;0
6634;7/8/2013;1979;33462;4;3;1;0;78;22;3;18;0;0;1;2;0;3;7;0
3056;14/10/2013;1978;63693;3;3;0;1;63;587;43;337;42;87;3;11;6;9;6;0
5718;15/8/2013;1950;80763;3;4;0;0;17;674;168;108;192;42;1;5;11;6;3;0
6872;21/8/2013;1974;65352;5;4;0;1;43;284;3;84;4;7;2;4;2;8;4;0
8164;25/11/2013;1978;82170;5;4;0;0;13;1023;93;651;49;55;1;5;6;7;2;0
4580;25/10/2013;1969;75759;3;4;0;0;46;1394;22;708;89;91;1;9;7;9;5;0
9305;12/5/2013;1976;79689;1;5;0;0;65;311;26;640;180;37;1;4;9;13;2;0
453;29/6/2014;1956;35340;5;7;1;1;1;27;0;12;0;1;2;2;0;3;5;0
8545;21/3/2014;1954;85683;3;3;0;0;6;1296;17;311;45;69;1;2;4;10;1;0
9850;29/11/2012;1972;24884;1;4;1;0;32;3;6;7;0;0;1;0;0;3;7;0
7378;31/8/2012;1981;42021;4;6;1;0;34;393;5;136;7;5;5;10;1;6;9;0
7646;18/2/2014;1989;64449;3;5;1;0;70;218;63;282;137;35;4;5;3;12;4;0
1640;22/6/2014;1954;64587;3;3;1;1;49;66;0;16;0;6;2;1;1;4;3;0
5184;26/3/2014;1995;34824;3;5;0;0;65;4;2;11;2;0;1;1;0;2;6;0
8492;9/11/2013;1978;75437;3;6;0;0;25;795;0;545;95;58;1;8;4;10;6;0
11188;25/2/2014;1957;26091;3;6;1;1;84;15;10;19;8;17;3;2;1;3;5;0
1212;13/8/2013;1973;52845;3;4;1;0;7;384;25;292;130;41;3;8;8;6;6;0
9097;3/11/2013;1956;46086;3;3;0;1;34;244;8;32;7;2;4;3;1;8;4;0
10473;10/9/2012;1956;78028;5;7;0;1;38;158;19;288;25;0;1;6;4;9;7;0
7962;9/10/2013;1987;95169;5;5;0;0;1;1285;21;449;106;20;1;4;3;4;1;0
9984;27/3/2013;1981;56337;1;4;1;1;25;349;16;144;28;5;5;8;5;4;8;0
5527;13/2/2013;1987;22434;3;6;1;0;25;4;12;11;3;13;2;2;0;3;8;0
6374;17/5/2013;1954;36930;5;4;0;1;50;223;2;31;0;2;5;5;2;4;8;0
7453;2/2/2013;1954;36130;3;5;0;1;46;157;43;127;68;56;6;3;8;4;4;0
8952;5/11/2012;1953;65569;4;4;0;1;96;397;46;288;20;38;2;6;5;10;3;0
241;12/5/2013;1952;83844;3;6;0;0;57;901;31;345;75;31;1;4;4;11;1;0
8975;26/1/2014;1968;19514;3;4;1;1;47;14;3;21;2;1;4;3;1;2;8;0
6119;10/5/2013;1963;36736;5;5;1;1;52;10;0;3;0;0;1;1;0;2;6;0
5236;25/8/2012;1979;77568;3;6;0;1;30;1230;0;396;232;178;1;10;2;8;5;0
5723;11/1/2014;1976;49187;5;6;0;1;63;81;1;31;2;1;1;1;1;5;2;0
1710;7/3/2013;1978;30168;3;5;1;0;51;154;20;66;0;12;7;6;1;4;9;0
1970;10/9/2012;1968;34053;4;6;0;1;14;63;0;21;7;0;1;3;0;3;8;0
5313;18/4/2014;1971;38196;4;4;1;1;20;30;0;11;0;0;3;2;0;4;5;0
10634;19/4/2014;1951;59412;4;4;0;0;56;90;67;165;30;43;1;4;2;8;3;0
7010;7/4/2014;1965;70924;1;4;0;0;41;635;114;254;132;152;1;6;6;7;3;0
8562;28/5/2013;1969;54165;3;6;0;0;72;127;4;73;15;6;1;2;1;7;2;0
3158;3/1/2013;1973;32300;3;4;1;0;1;13;3;6;6;5;1;1;0;3;8;0
4436;20/2/2013;1976;20180;3;5;0;0;27;18;42;24;15;20;1;2;1;4;7;0
5287;19/6/2014;1973;34961;3;4;1;0;77;45;2;26;4;1;3;3;1;3;7;0
2445;7/7/2013;1974;28440;5;6;1;0;87;38;1;24;0;0;1;2;0;3;8;0
6059;4/3/2013;1953;64504;5;6;1;2;81;986;36;168;16;0;7;11;3;4;7;0
4550;24/6/2014;1966;33564;4;6;0;1;51;61;0;3;0;0;1;1;1;3;5;0
4240;3/11/2012;1978;17345;3;4;1;0;79;4;9;16;17;0;2;2;1;2;8;0
8911;8/4/2013;1967;56320;5;4;0;1;11;201;53;172;116;77;3;5;4;9;4;0
3706;21/8/2013;1978;28647;3;5;1;0;54;19;8;29;0;12;1;2;2;2;7;0
3628;29/1/2013;1987;15038;2;5;1;0;93;4;8;11;19;12;2;2;1;2;9;0
10175;1/8/2013;1958;32173;5;3;0;1;0;18;0;2;0;0;1;1;0;3;4;0
8985;4/11/2012;1964;68316;1;6;0;1;54;806;80;161;120;11;5;10;7;10;6;0
5204;29/6/2013;1971;74538;3;6;0;0;21;380;98;733;110;112;1;8;8;5;3;0
9220;17/1/2013;1971;91700;3;5;0;0;58;576;172;961;125;115;1;8;6;5;3;0
9888;25/6/2014;1969;68695;3;6;0;0;3;458;81;356;106;50;1;4;4;7;2;0
5263;22/1/2013;1977;31056;1;4;1;0;99;5;10;13;3;8;1;1;0;3;8;0
1020;12/5/2014;1973;79593;3;4;0;0;70;350;60;568;110;133;1;5;6;7;2;0
9503;29/8/2012;1980;28071;3;5;0;0;65;39;33;130;41;26;2;5;1;5;8;0
10613;26/2/2014;1958;37334;5;6;1;1;44;26;1;16;2;2;4;3;0;4;4;0
67;18/9/2013;1972;46423;4;5;1;1;6;68;0;16;0;0;3;2;0;4;7;0
6019;30/3/2014;1971;37126;5;4;1;0;9;45;3;9;4;4;1;1;2;2;6;0
5863;29/5/2013;1953;47703;3;4;0;1;95;359;0;134;13;26;4;6;3;8;5;0
3717;23/4/2014;1959;61180;3;4;0;1;70;403;24;29;6;24;2;5;5;6;3;0
6730;3/11/2012;1954;38998;3;4;1;1;92;34;1;14;0;0;3;2;0;3;8;1
10749;18/9/2012;1991;8028;3;5;0;0;62;73;18;66;7;12;15;0;1;0;19;0
4998;23/5/2014;1962;76081;3;6;0;0;85;292;30;415;63;33;1;4;5;4;2;0
6287;30/7/2013;1986;34728;3;6;1;0;2;14;0;16;0;0;1;1;1;2;6;0
5985;13/10/2012;1965;33168;4;5;0;1;0;80;1;37;0;1;3;2;1;4;7;0
4754;25/9/2013;1966;33585;4;4;0;1;91;30;11;33;13;6;1;2;0;4;4;0
4002;13/10/2013;1960;77037;5;4;0;1;3;463;96;333;168;53;1;7;7;12;3;0
8870;13/11/2012;1984;35196;3;6;1;0;68;75;12;141;43;39;6;6;1;5;8;0
966;5/7/2013;1966;44529;3;4;0;1;98;538;13;91;17;6;6;6;2;11;5;0
4767;7/4/2014;1965;70924;1;4;0;0;41;635;114;254;132;152;1;6;6;7;3;0
9725;5/6/2014;1966;28764;5;6;1;1;16;8;0;3;0;0;1;1;0;2;8;0
4475;16/2/2013;1949;69098;5;4;0;0;82;1315;22;780;145;0;1;7;8;9;5;0
5740;14/2/2013;1970;25959;1;3;1;1;1;4;2;12;7;5;2;1;2;2;6;0
5731;5/4/2013;1983;27100;4;4;1;0;64;12;0;13;2;0;1;1;0;3;7;0
7290;5/10/2012;1985;70596;3;5;0;0;68;347;44;534;17;0;1;3;5;12;2;0
3846;29/8/2012;1974;42557;3;4;0;1;98;192;5;53;0;5;4;6;1;4;8;0
8104;9/8/2013;1951;53312;5;4;0;0;32;241;0;12;0;0;1;5;1;5;7;0
4507;27/11/2012;1952;72228;3;5;0;0;87;631;28;491;30;14;1;6;7;8;3;0
11013;31/3/2013;1987;67605;3;6;0;0;84;336;28;282;184;54;1;2;8;6;1;0
4491;1/10/2012;1949;62845;4;4;1;1;3;1099;0;45;0;0;11;3;4;10;8;0
3759;25/7/2013;1958;65196;3;6;0;2;34;743;19;181;12;0;2;7;6;11;5;0
1162;10/1/2013;1987;42000;5;5;0;0;23;124;83;267;85;59;2;5;2;11;5;0
2055;19/5/2014;1973;35860;5;3;1;1;37;15;0;8;4;2;2;1;1;2;5;0
10766;11/4/2014;1964;65526;5;4;0;1;22;397;19;69;12;0;1;4;4;8;2;0
4415;12/9/2012;1961;16860;3;4;1;1;19;10;4;4;3;3;3;1;1;3;7;0
3005;1/5/2014;1992;83528;3;5;0;0;7;530;117;678;134;44;1;4;10;8;1;0
2223;3/8/2012;1965;64176;1;3;0;1;52;1215;33;249;64;116;8;8;9;8;6;0
4817;4/8/2012;1956;22304;3;3;0;0;91;3;2;7;0;4;1;1;0;2;8;0
2875;4/3/2014;1978;67023;3;4;0;0;93;444;44;382;11;8;1;3;7;13;2;1
10536;25/5/2014;1971;32892;5;6;1;0;78;26;0;15;2;1;2;3;0;3;8;0
11112;3/12/2012;1966;70713;3;6;0;1;23;736;114;279;82;76;6;5;6;8;3;0
3807;30/11/2012;1955;59925;3;6;0;1;83;473;21;176;19;21;3;9;2;9;6;0
9197;24/2/2014;1953;39722;3;4;0;1;92;32;0;5;2;0;2;2;0;3;5;0
10832;18/7/2013;1958;46610;3;6;0;0;4;288;10;30;4;10;1;6;1;6;6;0
6421;3/7/2013;1961;88347;3;6;0;0;32;1050;178;555;77;138;1;4;7;9;1;0
4207;1/5/2013;1981;87171;5;4;0;0;27;1001;44;107;58;44;1;6;7;11;2;0
577;20/8/2013;1976;26907;1;6;1;1;10;9;1;7;0;3;2;1;0;3;7;0
10855;22/1/2014;1968;50014;4;5;1;0;9;234;14;77;19;10;2;4;1;8;5;0
3081;22/4/2013;1978;41014;5;4;1;0;65;7;2;6;2;0;1;1;0;2;7;0
3535;17/3/2014;1965;66294;3;5;0;0;68;251;108;334;65;92;1;4;3;5;2;0
247;17/11/2012;1971;36715;3;4;1;0;16;172;10;125;21;13;6;7;2;4;9;0
8707;22/8/2012;1956;79456;3;4;0;0;12;565;42;548;64;83;1;5;6;4;3;0
9523;17/8/2013;1982;40479;3;6;1;0;95;5;0;8;2;0;1;0;0;3;4;0
6072;2/2/2013;1970;75345;4;5;0;0;16;918;57;842;99;38;1;5;8;6;3;0
6295;4/2/2013;1977;54233;3;4;0;1;46;652;8;158;21;0;4;11;6;5;8;0
10914;12/10/2013;1970;24163;3;5;1;1;3;4;1;7;2;1;2;1;0;3;4;0
1509;4/1/2013;1958;84460;5;6;0;0;80;152;27;103;106;54;0;9;9;4;5;0
5577;3/5/2014;1983;43776;3;6;1;0;77;8;0;9;2;1;1;1;0;2;6;0
7348;17/3/2014;1958;71691;5;5;0;0;0;336;130;411;240;32;1;4;7;5;2;0
1127;29/5/2014;1973;85844;5;4;0;0;62;938;19;843;25;95;1;6;6;7;2;0
1833;26/4/2014;1974;39190;5;5;1;0;91;68;8;18;19;8;2;2;1;4;5;0
4944;23/8/2013;1959;71367;3;6;0;0;24;227;23;389;42;21;1;4;5;7;2;0
9080;22/6/2013;1972;38578;5;5;1;1;2;38;4;22;3;3;3;3;0;3;8;0
6466;12/3/2014;1965;57236;5;4;1;1;22;105;0;9;2;1;3;2;1;4;3;0
9964;7/8/2013;1979;61825;3;5;0;1;56;162;50;100;55;30;1;4;2;8;4;0
4790;2/6/2014;1958;79803;3;3;0;1;54;574;8;216;21;16;1;4;3;5;1;0
10245;31/10/2012;1986;80910;1;5;0;0;71;160;80;369;67;39;1;3;3;8;1;0
1109;23/4/2013;1982;27590;4;6;1;0;38;6;0;5;0;0;1;1;0;2;7;0
6001;2/1/2013;1979;56775;3;4;0;1;62;614;35;160;58;35;2;5;8;10;5;0
5538;8/10/2013;1975;83829;3;3;0;0;78;897;161;430;186;161;0;4;7;6;1;0
10552;20/5/2013;1979;54210;1;4;0;1;18;70;54;109;80;9;2;4;1;7;5;0
1545;2/8/2013;1986;38508;3;4;1;0;95;120;19;206;25;19;6;7;2;5;8;0
7409;26/10/2013;1970;53187;3;6;1;0;66;211;2;30;7;7;2;4;1;6;5;0
4444;24/3/2014;1972;30023;3;4;1;0;28;11;0;16;7;6;1;2;0;3;8;0
146;15/11/2013;1960;76045;5;5;0;0;78;760;53;400;17;93;1;4;5;11;2;0
6271;19/6/2014;1952;50870;5;4;0;1;13;53;0;8;0;0;1;2;0;3;5;0
10065;3/8/2013;1970;15315;1;4;0;0;27;7;4;13;15;8;2;2;0;4;5;0
4741;30/1/2014;1974;65463;1;4;1;0;17;391;32;70;21;32;2;6;2;9;5;0
246;31/5/2014;1965;66480;3;4;1;1;71;199;9;57;20;21;7;4;1;7;4;0
375;25/2/2013;1954;76773;3;3;0;0;79;516;56;449;86;33;1;2;2;11;1;0
1524;1/3/2013;1983;81698;1;5;0;0;1;709;45;115;30;160;1;8;2;5;5;0
10022;9/2/2014;1973;54466;5;5;1;1;78;12;0;4;0;0;1;1;0;2;5;0
7451;17/2/2014;1960;98777;4;5;0;0;23;1000;19;711;125;115;0;4;6;9;1;0
11010;30/8/2013;1984;16269;5;5;1;0;75;19;3;18;3;1;3;3;0;3;8;0
4356;28/8/2013;1971;71819;3;6;0;1;70;1224;28;140;0;14;3;3;3;5;6;0
3885;16/10/2013;1983;33569;5;4;1;0;10;16;2;18;3;0;1;1;1;2;8;0
1175;20/9/2013;1983;36262;4;4;0;0;24;88;39;54;64;28;1;3;5;3;6;0
880;16/1/2013;1966;22634;2;6;0;0;47;2;23;11;8;6;1;2;1;2;8;0
2320;12/9/2013;1978;47025;1;4;0;1;98;508;11;59;23;5;5;11;1;6;9;0
850;6/10/2013;1968;70566;3;5;0;1;4;381;28;215;84;28;2;6;5;9;3;0
4713;22/11/2012;1979;31605;5;4;1;0;15;74;0;42;2;1;2;2;1;4;7;0
675;17/5/2013;1973;52034;4;3;1;1;67;146;0;93;7;13;5;4;2;5;7;0
5025;24/12/2013;1979;48526;3;5;1;0;32;23;17;23;43;20;1;2;1;4;3;0
2308;18/11/2012;1954;46734;3;4;0;1;40;110;5;137;26;23;2;6;1;5;7;0
5995;18/12/2012;1962;39552;3;3;1;1;54;165;3;147;4;24;7;6;2;5;8;0
6749;8/8/2012;1966;86358;3;5;1;1;78;957;47;494;82;47;4;5;3;6;8;0
1010;24/4/2014;1977;46931;3;6;2;1;94;41;0;17;3;1;2;1;1;3;3;0
8977;12/1/2013;1985;16581;2;5;0;0;51;1;3;4;2;3;1;0;0;3;4;0
4756;20/12/2013;1952;63998;1;3;0;0;42;176;29;818;0;33;1;7;6;11;4;0
3412;15/1/2013;1951;67381;4;4;0;1;67;815;8;53;11;0;4;2;2;9;7;0
606;10/10/2013;1967;25930;3;5;1;1;87;6;1;2;2;0;1;1;0;2;7;0
5961;7/6/2014;1978;42693;3;4;1;0;29;8;4;20;6;3;1;1;0;3;5;0
2975;12/11/2012;1976;85606;3;6;0;1;89;717;42;864;219;30;2;6;7;9;3;0
2894;29/10/2013;1985;72903;3;5;0;0;74;1067;138;750;0;19;1;7;5;8;4;0
7613;24/5/2014;1974;49669;1;6;1;0;97;166;5;107;11;8;2;5;1;6;6;0
10542;5/8/2012;1968;36778;5;4;1;1;63;29;4;34;2;4;3;3;0;3;9;0
8015;3/5/2013;1962;85696;5;3;0;0;88;714;76;395;116;0;1;4;6;9;1;0
10617;22/5/2014;1989;10979;4;3;0;0;34;8;4;10;2;2;2;3;0;3;5;0
11166;2/2/2013;1961;49678;3;4;0;1;81;229;5;56;3;2;2;6;2;4;7;0
849;20/6/2013;1953;56129;4;6;0;1;65;320;48;133;39;72;4;6;2;10;4;0
523;31/1/2013;1989;37155;3;4;1;0;51;23;0;26;7;15;1;2;0;4;5;0
4066;11/5/2014;1978;21282;1;3;1;0;76;1;5;8;4;8;2;2;1;2;6;0
8414;17/8/2013;1962;33419;5;5;0;1;76;56;0;12;0;0;2;2;0;4;7;0
